
"Year","Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2016,Angola,AGO,-,-,8388,4767,0,,0,19957
2016,Ghana,GHA,-,-,15527,11846,0,,0,0
2019,Uzbekistan,UZB,-,-,3217,5003,0,,0,0
2020,Angola,AGO,-,-,8196,12402,0,,0,19041
2020,Uzbekistan,UZB,-,-,3112,5171,0,,0,0
2015,Algeria,DZA,-,-,3470,7622,0,,0,12
2015,Myanmar,MMR,-,-,451804,60632,451089,,0,443
2016,India,IND,-,-,7288,27939,0,,0,264
2017,Togo,TGO,-,-,8115,3762,0,,0,0
2017,Uzbekistan,UZB,-,-,3405,3541,0,,0,0
2018,Angola,AGO,-,-,8243,8904,0,,0,18020
2018,Morocco,MAR,-,-,3873,8163,0,,0,20
2018,Togo,TGO,-,-,8029,3546,0,,0,0
2018,"Venezuela (Bolivarian Republic of)",VEN,-,-,21047,464223,0,2592947,0,0
2019,Angola,AGO,-,-,8176,10792,0,,0,18243
2016,Algeria,DZA,-,-,3705,7177,0,,0,7
2017,Angola,AGO,-,-,8292,7819,0,,0,17729
2018,Uzbekistan,UZB,-,-,3276,4606,0,,0,0
2019,Colombia,COL,-,-,189254,75564,7976412,,0,400000
2020,Chad,TCD,-,-,10388,6216,336124,,0,99842
2020,Colombia,COL,-,-,189866,70917,8252788,,0,1241902
2020,India,IND,-,-,12398,69953,0,,0,269
2015,Lebanon,LBN,-,-,4353,5985,0,,0,0
2016,"Unknown ",,-,-,138787,216805,0,,0,40875
2017,Ghana,GHA,-,-,16959,17504,0,,0,0
2018,India,IND,-,-,9586,51802,0,,0,214
2019,"Unknown ",,-,-,183117,122890,0,,0,259641
2020,Algeria,DZA,-,-,4576,7778,0,,0,96
2015,Turkey,TUR,-,-,59545,12073,0,,0,12
2016,"Central African Rep.",CAF,-,-,490879,10603,411785,,0,21010
2016,Lebanon,LBN,-,-,4719,8484,0,,0,0
2019,Chad,TCD,-,-,11163,5357,170278,,0,122367
2015,Cuba,CUB,-,-,6827,2353,0,,0,75
2015,Ghana,GHA,-,-,22962,10705,0,,0,0
2015,Libya,LBY,-,-,6077,6042,434869,,0,5
2016,Cuba,CUB,-,-,5940,5025,0,,0,0
2017,"Central African Rep.",CAF,-,-,545513,12997,688700,,0,21432
2017,Lebanon,LBN,-,-,5302,9285,0,,0,0
2017,"Unknown ",,-,-,202190,34572,0,,0,120348
2018,Ghana,GHA,-,-,18071,12542,0,,0,0
2018,"South Sudan",SSD,-,-,2285301,12701,1878154,,0,10000
2018,"Unknown ",,-,-,216540,65554,0,,0,147254
2019,Algeria,DZA,-,-,4519,7735,0,,0,107
2019,India,IND,-,-,11787,66005,0,,0,294
2020,Cuba,CUB,-,-,8912,62234,0,,0,130
2020,Jordan,JOR,-,-,2486,4984,0,,0,836
2015,"Central African Rep.",CAF,-,-,471093,10634,216392,,0,20792
2015,India,IND,-,-,9882,24874,0,,0,378
2017,Algeria,DZA,-,-,4021,6432,0,,0,7
2018,Lebanon,LBN,-,-,5621,8058,0,,0,14
2019,Morocco,MAR,-,-,4642,8404,0,,0,260
2016,China,CHN,-,-,207768,72165,0,,0,0
2016,Guinea,GIN,-,-,17536,24389,0,,0,0
2017,China,CHN,-,-,207716,89508,0,,0,0
2017,Guinea,GIN,-,-,20333,34518,0,,0,0
2017,India,IND,-,-,7926,40356,0,,0,235
2018,Algeria,DZA,-,-,4186,7447,0,,0,11
2019,Ghana,GHA,-,-,18432,10566,0,,0,0
2019,Liberia,LBR,-,-,5365,2965,0,,0,33
2015,China,CHN,-,-,212911,57693,0,,0,0
2016,Libya,LBY,-,-,8831,6521,174510,,0,10
2017,Cuba,CUB,-,-,5331,13258,0,,0,0
2019,"South Sudan",SSD,-,-,2234805,5885,1665815,,0,10000
2020,Morocco,MAR,-,-,4467,8238,0,,0,402
2017,Liberia,LBR,-,-,6039,3362,0,,0,145
2017,Mali,MLI,-,-,150305,15086,38172,,0,366
2017,"Sierra Leone",SLE,-,-,4496,6236,0,,0,374
2018,"Central African Rep.",CAF,-,-,590858,17278,640970,,0,21697
2018,China,CHN,-,-,212039,94351,0,,0,0
2018,Guinea,GIN,-,-,23493,33045,0,,0,0
2019,Lebanon,LBN,-,-,5647,8038,0,,0,5030
2019,"Sierra Leone",SLE,-,-,5288,7297,0,,0,0
2020,Lebanon,LBN,-,-,5495,7961,0,,0,4746
2020,"Sierra Leone",SLE,-,-,5734,8384,0,,0,0
2015,Uganda,UGA,-,-,6311,6426,0,,0,180000
2017,Libya,LBY,-,-,11205,6842,180937,,0,5
2018,Cuba,CUB,-,-,5488,26597,0,,0,0
2018,Liberia,LBR,-,-,5508,2986,0,,0,88
2018,Mali,MLI,-,-,158267,10891,120298,,0,0
2018,Uganda,UGA,-,-,7034,10956,0,,0,180000
2019,China,CHN,-,-,212863,104259,0,,0,0
2019,Uganda,UGA,-,-,7301,11499,0,,0,2304513
2020,Ghana,GHA,-,-,13844,10092,0,,0,5
2020,Liberia,LBR,-,-,5195,3073,0,,0,19
2015,Bangladesh,BGD,-,-,12155,30544,0,,0,16
2016,"Sierra Leone",SLE,-,-,4678,4674,0,,0,1479
2017,Uganda,UGA,-,-,6409,10156,0,,0,180000
2018,"Sierra Leone",SLE,-,-,4846,7422,0,,0,0
2019,Cuba,CUB,-,-,6625,55976,0,,0,0
2020,"Central African Rep.",CAF,-,-,642161,13458,681930,,0,1669
2020,"Unknown ",,-,-,184067,108800,0,,0,34456
2015,"Sierra Leone",SLE,-,-,4900,3486,0,,0,1479
2016,Egypt,EGY,-,-,19792,13026,0,,0,111
2016,Bangladesh,BGD,-,-,13840,25929,0,,0,15
2016,Liberia,LBR,-,-,6558,2601,0,,0,109
2016,Uganda,UGA,-,-,6229,5328,0,,0,180000
2019,"Central African Rep.",CAF,-,-,610152,16078,669906,,0,1570
2019,Mali,MLI,-,-,164466,8610,207751,,0,5
2019,"Venezuela (Bolivarian Republic of)",VEN,-,-,93239,794569,0,3582202,0,494503
2015,Guinea,GIN,-,-,16995,17832,0,,0,0
2017,Bangladesh,BGD,-,-,16780,68118,0,,0,15
2020,Uganda,UGA,-,-,7442,11742,0,,0,2351320
2015,Egypt,EGY,-,-,17929,12142,0,,0,78
2016,Mali,MLI,-,-,156415,9702,36690,,0,23
2016,"Russian Federation",RUS,-,-,62759,35366,0,,0,0
2017,"Russian Federation",RUS,-,-,61584,38663,0,,0,0
2018,Libya,LBY,-,-,13868,6786,170491,,0,8
2018,Ukraine,UKR,-,-,93248,31965,1500002,,0,0
2019,Libya,LBY,-,-,16033,6015,355672,,0,42
2020,Mali,MLI,-,-,164588,11131,332957,,0,5
2020,"South Sudan",SSD,-,-,2188785,4858,1600254,,0,250056
2015,Burundi,BDI,-,-,292750,26856,25000,,0,164020
2018,Bangladesh,BGD,-,-,21023,58843,0,,0,8
2020,China,CHN,-,-,175361,108071,0,,0,6
2020,Ukraine,UKR,-,-,35156,21426,734000,,0,1620005
2015,Liberia,LBR,-,-,9972,2414,0,,0,8
2018,"Russian Federation",RUS,-,-,61457,43268,0,,0,0
2019,Ukraine,UKR,-,-,59844,27996,734000,,0,1680257
2020,Libya,LBY,-,-,17523,5442,278177,,0,83
2015,"Russian Federation",RUS,-,-,67008,27508,0,,0,5
2015,Ukraine,UKR,-,-,321399,22350,1600000,,0,5
2016,Burundi,BDI,-,-,408066,24395,141221,,0,164066
2016,Ukraine,UKR,-,-,239062,34638,1800000,,0,5
2017,Ukraine,UKR,-,-,139581,37670,1800000,,0,5
2019,Bangladesh,BGD,-,-,22766,62881,0,,0,502
2019,Guinea,GIN,-,-,26857,30747,0,,0,0
2020,Guinea,GIN,-,-,26792,31566,0,,0,0
2016,Rwanda,RWA,-,-,286063,11690,0,,0,6005
2017,Egypt,EGY,-,-,22106,14588,0,,0,41
2017,Rwanda,RWA,-,-,258986,12801,0,,0,6677
2015,Mali,MLI,-,-,154202,9874,61920,,0,31
2015,Yemen,YEM,-,-,15901,10056,2532032,,0,12
2017,Burundi,BDI,-,-,439320,60433,57258,,0,164205
2018,Burundi,BDI,-,-,387850,53360,31909,,0,14148
2018,Rwanda,RWA,-,-,247469,13772,0,,0,14998
2019,Rwanda,RWA,-,-,246407,15773,0,,0,15566
2020,"Venezuela (Bolivarian Republic of)",VEN,-,-,171112,851265,0,3862102,0,1112517
2019,"Russian Federation",RUS,-,-,62353,48317,0,,0,0
2016,Turkey,TUR,-,-,57915,23236,0,,0,45
2018,"Sri Lanka",LKA,-,-,113955,14517,35473,,0,0
2019,Burundi,BDI,-,-,380900,53837,33256,,0,17605
2020,"Russian Federation",RUS,-,-,52742,44395,0,,0,0
2020,Rwanda,RWA,-,-,245781,16648,0,,0,23776
2015,Cameroon,CMR,-,-,10565,7357,92657,,0,5
2015,"Sri Lanka",LKA,-,-,121427,14782,44934,,0,17
2015,Rwanda,RWA,-,-,286357,10948,0,,0,5801
2016,"Sri Lanka",LKA,-,-,117472,15462,39730,,0,12
2020,Bangladesh,BGD,-,-,18947,64636,0,,0,473271
2015,Congo,COG,-,-,14772,4071,0,,0,88
2016,Yemen,YEM,-,-,18427,15870,2025060,,0,5
2017,"Sri Lanka",LKA,-,-,115632,18934,39322,,0,6
2018,Egypt,EGY,-,-,24850,16760,0,,0,47
2019,"Sri Lanka",LKA,-,-,110341,16066,25110,,0,10
2020,Egypt,EGY,-,-,26553,16178,0,,0,88
2020,Burundi,BDI,-,-,372951,50227,21863,,0,17448
2020,"Sri Lanka",LKA,-,-,142662,15060,25013,,0,0
2018,Palestinian,PSE,-,-,100728,13461,0,,0,1459
2016,Cameroon,CMR,-,-,10344,10943,198889,,0,27
2016,Congo,COG,-,-,13291,4346,15303,,0,99
2016,Palestinian,PSE,-,-,97794,5980,0,,0,2199
2017,Palestinian,PSE,-,-,99630,8859,0,,0,1661
2019,"Cote d'Ivoire",CIV,-,-,39351,19950,0,,0,32
2017,Congo,COG,-,-,13295,13068,107828,,0,90
2019,Egypt,EGY,-,-,27416,16668,0,,0,349
2015,Palestinian,PSE,-,-,98013,4315,0,,0,2420
2017,Cameroon,CMR,-,-,11032,24607,221695,,0,24
2018,"Cote d'Ivoire",CIV,-,-,38316,22855,0,,0,16
2020,"Cote d'Ivoire",CIV,-,-,37525,34216,5394,,0,31
2017,"Cote d'Ivoire",CIV,-,-,40009,26535,0,,0,20
2019,Congo,COG,-,-,12743,11241,134430,,0,37
2019,Palestinian,PSE,-,-,96253,11565,0,,0,1104
2016,"Cote d'Ivoire",CIV,-,-,46811,18628,0,,0,17
2018,Congo,COG,-,-,13354,11762,138000,,0,92
2018,Cameroon,CMR,-,-,45118,18638,668494,,0,11
2020,Congo,COG,-,-,12590,12836,134430,,0,38
2015,Eritrea,ERI,-,-,407428,62088,0,,0,235
2016,Nigeria,NGA,-,-,229291,66862,2219272,,0,16
2017,Yemen,YEM,-,-,23555,24629,2014062,,0,10
2020,Palestinian,PSE,-,-,100153,12456,0,,0,969
2015,"Cote d'Ivoire",CIV,-,-,71107,13752,308272,,0,44
2015,Nigeria,NGA,-,-,167973,51353,2172532,,0,19
2016,Ethiopia,ETH,-,-,83958,78854,0,,0,690
2016,Eritrea,ERI,-,-,457247,67694,0,,0,73
2016,Stateless,XXA,-,-,48687,10745,0,,3242206,0
2016,Pakistan,PAK,-,-,105421,67700,448956,,0,0
2017,Nigeria,NGA,-,-,238977,91924,1704080,,0,24
2019,Stateless,XXA,-,-,68784,7360,0,,4161980,0
2015,Ethiopia,ETH,-,-,85839,76680,0,,0,221
2015,Pakistan,PAK,-,-,297886,63955,1146108,,0,0
2016,"Iran (Islamic Rep. of)",IRN,-,-,94103,87535,0,,0,273
2017,Ethiopia,ETH,-,-,87448,133659,1078429,,0,4258
2017,"Iran (Islamic Rep. of)",IRN,-,-,118640,75080,0,,0,2729
2017,Stateless,XXA,-,-,53352,8890,0,,3853982,0
2018,Ethiopia,ETH,-,-,92232,133254,2615800,,0,4228
2018,"Iran (Islamic Rep. of)",IRN,-,-,129941,87365,0,,0,87
2018,Stateless,XXA,-,-,55765,7090,0,,3851981,16
2019,Ethiopia,ETH,-,-,93467,136752,1733628,,0,3881
2019,"Iran (Islamic Rep. of)",IRN,-,-,128998,86211,0,,0,405
2015,"Iran (Islamic Rep. of)",IRN,-,-,84950,57081,0,,0,8
2020,"Iran (Islamic Rep. of)",IRN,-,-,135018,77230,0,,0,532
2015,Stateless,XXA,-,-,37415,18601,0,,3687759,0
2018,Nigeria,NGA,-,-,276834,84624,2167925,,0,1424
2019,Nigeria,NGA,-,-,295578,112500,2195779,,0,7
2015,Afghanistan,AFG,-,-,2666294,258862,1174306,,0,150369
2017,Eritrea,ERI,-,-,486209,78308,0,,0,145
2017,Pakistan,PAK,-,-,128916,76885,174354,,0,0
2020,Ethiopia,ETH,-,-,151427,125067,2733628,,0,3925
2018,Pakistan,PAK,-,-,132249,75337,96384,,0,0
2018,Yemen,YEM,-,-,31145,35876,2144719,,0,0
2020,Stateless,XXA,-,-,53725,5519,0,,4176913,13806
2017,Turkey,TUR,-,-,61383,33801,0,,0,10
2019,Cameroon,CMR,-,-,66241,21939,950263,,0,10
2019,Pakistan,PAK,-,-,136902,66400,100680,,0,2871
2020,Nigeria,NGA,-,-,352960,73212,2610278,,0,8
2016,Afghanistan,AFG,-,-,2501447,369072,1797551,,0,114221
2015,Sudan,SDN,-,-,627080,42909,3218234,,0,20
2017,Afghanistan,AFG,-,-,2624265,333986,1837079,,0,448040
2018,Afghanistan,AFG,-,-,2681267,310107,2106893,,0,489859
2018,Eritrea,ERI,-,-,507260,78584,0,,0,86
2020,Pakistan,PAK,-,-,133282,61427,98898,,0,2735
2018,Turkey,TUR,-,-,68900,42915,0,,0,10
2019,Yemen,YEM,-,-,36522,34531,3625716,,0,49
2020,Eritrea,ERI,-,-,524738,72936,0,,0,9703
2020,Yemen,YEM,-,-,32433,22533,4002012,,0,28
2016,Sudan,SDN,-,-,650391,50469,2225557,,0,125
2019,Eritrea,ERI,-,-,504300,75098,0,,0,134
2020,Cameroon,CMR,-,-,78481,23013,1032942,,0,5
2015,"Dem. Rep. of the Congo",COD,-,-,541487,76029,1555112,,0,9923
2019,Afghanistan,AFG,-,-,2727556,255244,2553390,,0,450675
2019,Turkey,TUR,-,-,83239,46990,0,,0,57
2020,Turkey,TUR,-,-,93732,44519,0,,0,27
2017,Sudan,SDN,-,-,694556,52191,1997022,,0,19
2020,Afghanistan,AFG,-,-,2594826,238791,2886317,,0,87499
2016,"Dem. Rep. of the Congo",COD,-,-,537474,82709,2232900,,0,9473
2018,Sudan,SDN,-,-,724787,67433,1864195,,0,0
2019,"Dem. Rep. of the Congo",COD,-,-,802974,148928,5014253,,0,13128
2020,"Dem. Rep. of the Congo",COD,-,-,840391,145372,5198131,,0,14077
2020,Sudan,SDN,-,-,787823,69686,2552174,,0,158
2015,Iraq,IRQ,-,-,264086,237168,4403287,,0,3598
2016,Iraq,IRQ,-,-,316056,278367,3604285,,0,15778
2017,"Dem. Rep. of the Congo",COD,-,-,620805,136152,4351376,,0,10555
2020,Iraq,IRQ,-,-,333200,240708,1224108,,0,31258
2018,"Dem. Rep. of the Congo",COD,-,-,720302,133422,4516866,,0,10862
2019,Sudan,SDN,-,-,734780,74065,1885782,,0,7
2017,Iraq,IRQ,-,-,362536,272627,2615988,,0,11227
2016,Somalia,SOM,-,-,1012320,60491,1562554,,0,290
2018,Iraq,IRQ,-,-,372332,256716,1802832,,0,7901
2019,Iraq,IRQ,-,-,336274,303429,1414632,,0,31760
2019,Somalia,SOM,-,-,901596,54905,2648000,,0,160
2020,Somalia,SOM,-,-,812356,53820,2967500,,0,34
2015,Somalia,SOM,-,-,1123144,56664,1133000,,0,828
2018,Somalia,SOM,-,-,949637,55852,2648001,,0,130
2017,Somalia,SOM,-,-,986386,58320,2116705,,0,230
2017,"Syrian Arab Rep.",SYR,-,-,6310498,147179,6150005,,0,8596
2015,"Syrian Arab Rep.",SYR,-,-,4873236,245857,6563462,,0,8247
2018,"Syrian Arab Rep.",SYR,-,-,6654374,139576,6183920,,0,8453
2016,"Syrian Arab Rep.",SYR,-,-,5524511,184337,6325978,,0,8516
2019,"Syrian Arab Rep.",SYR,-,-,6615249,119001,6146994,,0,7612
2020,"Syrian Arab Rep.",SYR,-,-,6702912,107083,6701972,,0,7821
