"","iati_id","result_type","title","period_start","period_end","target","actual"
"9175","T05-EUTF-SAH-NE-08-01","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"108","108.00"
"9176","T05-EUTF-SAH-NE-07-01","OG. L’objectif général de l’action est de contribuer au renforcement de la gestion et gouvernance des migrations et assurer la protection, le retour et la réintégration durable des migrants.","Les lois, politiques et procédures relatives à la protection et au retour volontaire sont améliorées",2015-01-01,2025-12-31,"",""
"9177","T05-EUTF-SAH-NE-07-01","OG. L’objectif général de l’action est de contribuer au renforcement de la gestion et gouvernance des migrations et assurer la protection, le retour et la réintégration durable des migrants.","Les capacités du Gouvernement du Niger ainsi que de ses partenaires non gouvernementaux pour procéder et faciliter le retour volontaire sont renforcées",2015-01-01,2025-12-31,"",""
"9178","T05-EUTF-SAH-NE-07-01","OS1. Assurer l’assistance et garantir la protection des migrants en transit","L’assistance et la protection sont disponibles pour les migrants vulnérables et/ou échoués au Niger à travers # centres",2015-01-01,2025-12-31,"6",""
"9179","T05-EUTF-SAH-NE-07-01","OS1. Assurer l’assistance et garantir la protection des migrants en transit","# mécanismes de référencement des migrants vulnérables sont mis en place aux niveaux national et local",2015-01-01,2025-12-31,"1",""
"9180","T05-EUTF-SAH-NE-07-01","OS1. Assurer l’assistance et garantir la protection des migrants en transit","# migrants bénéficiant de l’assistance directe et de la protection dans les centres et bureaux de l’OIM",2015-01-01,2025-12-31,"30000",""
"9181","T05-EUTF-SAH-NE-07-01","OS2. Soutenir le retour des migrants en transit","# migrants bénéficiant de retour digne vers les communautés d'origine",2015-01-01,2025-12-31,"12000",""
"9182","T05-EUTF-SAH-NE-07-01","OS3. sensibiliser les communautés dans les zones à forte émigration et les migrants en route sur les conséquences et alternatives à la migration irrégulière","Des informations sur la migration sûre sont disponibles auprès de # migrants et de # communautés",2015-01-01,2025-12-31,"40000",""
"9183","T05-EUTF-SAH-NE-07-01","OS4. Soutenir les autorités nationales, locales et les partenaires à disposer de données sur les causes de la migration, les flux et les tendances en vue de soutenir la conception de politiques et programmes de développement basés sur des éléments factuels","# collecte de données fiables sont produites sur les flux migratoires, les profiles des migrants, les retours volontaires qui permettent de renforcer les analyses migratoires",2015-01-01,2025-12-31,"NULL",""
"9184","T05-EUTF-SAH-NE-07-01","OS4. Soutenir les autorités nationales, locales et les partenaires à disposer de données sur les causes de la migration, les flux et les tendances en vue de soutenir la conception de politiques et programmes de développement basés sur des éléments factuels","# plateforme qui permet à toutes les parties prenantes de recevoir l'information afin de renforcer la conception de politiques et de programmes",2015-01-01,2025-12-31,"NULL",""
"9185","T05-EUTF-SAH-NE-07-01","EUTF indicators","Number of migrants, or potential migrants, reached out by information campaign on migration and risks linked to irregular migration",2015-01-01,2025-12-31,"321139","321139.00"
"9186","T05-EUTF-SAH-NE-07-01","EUTF indicators","Number of voluntary returns or humanitarian repatriation supported",2015-01-01,2025-12-31,"23046","23046.00"
"9187","T05-EUTF-SAH-NE-07-01","EUTF indicators","Number of returning migrants benefiting from reintegration assistance",2015-01-01,2025-12-31,"6433","6433.00"
"9188","T05-EUTF-SAH-NE-07-01","EUTF indicators - new","Number of social infrastructure built or rehabilitated",2015-01-01,2025-12-31,"6","6.00"
"9189","T05-EUTF-SAH-NE-07-01","EUTF indicators - new","Number of activities/events explicitly dedicated to raising awareness and sensitivity of general public regarding migration",2015-01-01,2025-12-31,"11348","11348.00"
"9190","T05-EUTF-SAH-NE-07-01","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"2","2.00"
"9191","T05-EUTF-SAH-NE-07-01","EUTF Common Output Indicators","2.1 bis Number of social infrastructures built and/or rehabilitated",2015-01-01,2025-12-31,"","6.00"
"9192","T05-EUTF-SAH-NE-07-01","EUTF Common Output Indicators","3.11 Number of awareness raising events on migration",2015-01-01,2025-12-31,"","12080.00"
"9193","T05-EUTF-SAH-NE-07-01","EUTF Common Output Indicators","3.3 Number of (potential) migrants, reached by information campaigns on migration",2015-01-01,2025-12-31,"","391986.00"
"9194","T05-EUTF-SAH-NE-07-01","EUTF Common Output Indicators","3.4 Number of voluntary returns supported",2015-01-01,2025-12-31,"","40888.00"
"9195","T05-EUTF-SAH-NE-07-01","EUTF Common Output Indicators","3.5 Number of returning migrants benefitting from post-arrival assistance",2015-01-01,2025-12-31,"","7726.00"
"9196","T05-EUTF-SAH-NE-07-01","EUTF Common Output Indicators","3.5 bis Number of returning migrants benefitting from reintegration assistance",2015-01-01,2025-12-31,"","1301.02"
"9197","T05-EUTF-SAH-NE-07-01","EUTF Common Output Indicators","5.2 Number of planning, monitoring, learning, data-collection and analysis systems set up, implemented and / or strengthened",2015-01-01,2025-12-31,"","2.00"
"9198","T05-EUTF-SAH-REG-05-01","OS 1 : Renforcer le capital humain, la cohésion sociale et la gestion collective et durable des ressources naturelles dans les territoires ciblés  ","Taux d’augmentation du Score de Relations Sociales & Personnelles (RSP) des communautés ciblées",2015-01-01,2025-12-31,"",""
"9199","T05-EUTF-SAH-REG-05-01","OS 2 : Favoriser le redressement économique dans les territoires ciblés et la résilience des populations les plus exposées, notamment les jeunes et femmes, à travers un accès à l’emploi et aux systèmes de production agro-sylvo-pastorale intensifiés et adaptés au changement climatique ","Taux d’augmentation du revenu annuel moyen des individus ciblés par le programme",2015-01-01,2025-12-31,"25",""
"9200","T05-EUTF-SAH-REG-05-01","OS3 : Valoriser et consolider les acteurs des territoires ciblés en favorisant dialogue et engagement et en renforçant leurs capacités suivant les compétences et rôles de chacun","Score moyen d’appréciation de l’évolution du rôle joué dans la gestion du territoire par les acteurs ciblés pour le renforcement de capacités",2015-01-01,2025-12-31,"",""
"9201","T05-EUTF-SAH-REG-05-01","OS4 : Produire des connaissances utiles pour la qualité des interventions du projet en contexte de crise et pour la prise de décision des acteurs locaux","Niveau moyen d’appréciation de l’ensemble des parties prenantes en matière de l’adéquation entre les caractéristiques du contexte (et son évolution) et les choix stratégiques et opérationnels du projet (et de leurs évolutions)",2015-01-01,2025-12-31,"",""
"9202","T05-EUTF-SAH-REG-05-01","EUTF indicators","Number of jobs created",2015-01-01,2025-12-31,"138","138.00"
"9203","T05-EUTF-SAH-REG-05-01","EUTF indicators","Number of people participating in conflict prevention and peace building activities",2015-01-01,2025-12-31,"870","870.00"
"9204","T05-EUTF-SAH-REG-05-01","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"183","183.00"
"9205","T05-EUTF-SAH-REG-05-01","EUTF indicators","Number of local development plans directly supported",2015-01-01,2025-12-31,"5","5.00"
"9206","T05-EUTF-SAH-REG-05-01","EUTF indicators","Number of people receiving basic social services",2015-01-01,2025-12-31,"528","528.00"
"9207","T05-EUTF-SAH-REG-05-01","EUTF indicators - new","Hectares of land benefitting from improved agricultural management",2015-01-01,2025-12-31,"6","6.00"
"9208","T05-EUTF-SAH-REG-05-01","EUTF indicators - new","Number of staff from local authorities and basic service providers benefitting from capacity building for strengthening services delivery",2015-01-01,2025-12-31,"90","90.00"
"9209","T05-EUTF-SAH-REG-05-01","EUTF indicators - new","Number of planning, monitoring, learning, data-collection and analysis tools set up, implemented and / or strengthened",2015-01-01,2025-12-31,"9","9.00"
"9210","T05-EUTF-SAH-REG-05-01","EUTF indicators - new","Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"1","1.00"
"9211","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","1.1 Number of direct jobs created or supported through EUTF-funded projects",2015-01-01,2025-12-31,"","639.51"
"9212","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","1.2 Number of MSMEs created or supported",2015-01-01,2025-12-31,"","115.00"
"9213","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","1.3 Number of people assisted to develop income generating activities (IGAs)",2015-01-01,2025-12-31,"","10520.00"
"9214","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","1.4 Number of people benefitting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"","1282.00"
"9215","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","1.5 Number of industrial parks and/or business infrastructures constructed, expanded or improved",2015-01-01,2025-12-31,"","2.00"
"9216","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","2.1 Number of local development plans directly supported",2015-01-01,2025-12-31,"","9.00"
"9217","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","2.1 bis Number of social infrastructures built and/or rehabilitated",2015-01-01,2025-12-31,"","48.00"
"9218","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","2.2 Number of basic social services delivered",2015-01-01,2025-12-31,"","4253.00"
"9219","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","2.4 Number of people receiving food security-related assistance",2015-01-01,2025-12-31,"","63774.00"
"9220","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","2.6 Hectares of agricultural and pastoral ecosystems where sustainable management practices have been introduced with EU support",2015-01-01,2025-12-31,"","1836.00"
"9221","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","2.8 Number of staff from local authorities and basic service providers benefitting from capacity building to strengthen service delivery",2015-01-01,2025-12-31,"","1240.00"
"9222","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","4.2 Number of staff from governmental institutions, internal security forces and relevant non-state actors trained on governance, conflict prevention and human rights",2015-01-01,2025-12-31,"","5203.00"
"9223","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","4.3 Number of people participating in conflict prevention and human rights activities",2015-01-01,2025-12-31,"","20868.00"
"9224","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","4.6 Number of strategies, laws, policies and plans developed and / or directly supported",2015-01-01,2025-12-31,"","7.00"
"9225","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","5.1 Number of multi-stakeholder groups and learning mechanisms formed and regularly gathering",2015-01-01,2025-12-31,"","63.00"
"9226","T05-EUTF-SAH-REG-05-01","EUTF Common Output Indicators","5.3 Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"","11.00"
"9227","T05-EUTF-SAH-REG-06-01","OS1.Renforcer la capacité de résilience et d'autosuffisance des populations réfugiées, rapatriées et des personnes déplacées internes maliennes","Mali - % de femmes prises en charge (18-59 ans) percevant au moins le salaire minimum pendant plus de six mois par an",2015-01-01,2025-12-31,"70",""
"9228","T05-EUTF-SAH-REG-06-01","OS1.Renforcer la capacité de résilience et d'autosuffisance des populations réfugiées, rapatriées et des personnes déplacées internes maliennes","Niger - Nombre de ménages attestant que leur situation socio-économique s’est améliorée au cours de l’intervention",2015-01-01,2025-12-31,"25",""
"9229","T05-EUTF-SAH-REG-06-01","OS 2. Maintenir la coexistence pacifique entre populations déplacées et communautés d’accueil/locales et renforcé un environnement de protection harmonieux","Mali - % de personnes membres des communautés locales bénéficiant d’un appui relatif à la présence permanente des personnes prises en charge",2015-01-01,2025-12-31,"90",""
"9230","T05-EUTF-SAH-REG-06-01","OS3. Faciliter le rapatriement volontaire des réfugiés qui le souhaitent dans les pays d’asile.","Mali - Caractère volontaire du retour en toute sécurité et dignité",2015-01-01,2025-12-31,"NULL",""
"9231","T05-EUTF-SAH-REG-06-01","OS3. Faciliter le rapatriement volontaire des réfugiés qui le souhaitent dans les pays d’asile.","Mali - % des personnes prises en charge à retourner chez elle avec des moyens d’existence ou des avoirs productifs",2015-01-01,2025-12-31,"100",""
"9232","T05-EUTF-SAH-REG-06-01","R3 A2 Appui aux bureaux d’état civil malien","Nombre d’agents et officiels recevant un appui technique à travers les formations et ateliers",2015-01-01,2025-12-31,"300",""
"9233","T05-EUTF-SAH-REG-06-01","R3 A2 Appui aux bureaux d’état civil malien","Nombre de dépliants distribués pour la sensibilisation des réfugiés sur les procédures d'enregistrement des naissances et de la délivrance des documents d'état civil",2015-01-01,2025-12-31,"20000",""
"9234","T05-EUTF-SAH-REG-06-01","R3 A2 Appui aux bureaux d’état civil malien","Nombre de campagnes de sensibilisations sur l'utilisation des viatiques",2015-01-01,2025-12-31,"34",""
"9235","T05-EUTF-SAH-REG-06-01","R3 A2 Appui aux bureaux d’état civil malien","Nombre de rapatriés recevant des viatiques",2015-01-01,2025-12-31,"4 480",""
"9236","T05-EUTF-SAH-REG-06-01","R1.A1. Création d'opportunités économiques pour les femmes et les jeunes","Nombre d’étude de profilage socio-économique menée",2015-01-01,2025-12-31,"1",""
"9237","T05-EUTF-SAH-REG-06-01","R1.A1. Création d'opportunités économiques pour les femmes et les jeunes","Nombre d’évaluations participatives mises en œuvre",2015-01-01,2025-12-31,"3",""
"9238","T05-EUTF-SAH-REG-06-01","R1.A1. Création d'opportunités économiques pour les femmes et les jeunes","Nombre d’appui aux groupements d'élevage",2015-01-01,2025-12-31,"72",""
"9239","T05-EUTF-SAH-REG-06-01","R1.A1. Création d'opportunités économiques pour les femmes et les jeunes","Nombre d’appui aux groupements d'agriculture",2015-01-01,2025-12-31,"72",""
"9240","T05-EUTF-SAH-REG-06-01","R1.A1. Création d'opportunités économiques pour les femmes et les jeunes","Nombre d’appui aux petits commerces",2015-01-01,2025-12-31,"95",""
"9241","T05-EUTF-SAH-REG-06-01","R1.A1. Création d'opportunités économiques pour les femmes et les jeunes","Nombre de groupements recevant une formation à l’entreprenariat",2015-01-01,2025-12-31,"95",""
"9242","T05-EUTF-SAH-REG-06-01","R2 A1 Suivi des cas de protection, y compris les violences sexuelles et de la situation de sécurité","Nombre de cas de protection collectés, analysés",2015-01-01,2025-12-31,"900",""
"9243","T05-EUTF-SAH-REG-06-01","R2 A1 Suivi des cas de protection, y compris les violences sexuelles et de la situation de sécurité","Nombre de cas échéant référés aux acteurs spécialisés",2015-01-01,2025-12-31,"900",""
"9244","T05-EUTF-SAH-REG-06-01","R2 A1 Suivi des cas de protection, y compris les violences sexuelles et de la situation de sécurité","Nombre de cas saisis en vue des actions de plaidoyer",2015-01-01,2025-12-31,"900",""
"9245","T05-EUTF-SAH-REG-06-01","R2 A1 Suivi des cas de protection, y compris les violences sexuelles et de la situation de sécurité","Nombre de personnes à besoins spécifiques notamment les survivants SGBV appuyées dans l'autosuffisance",2015-01-01,2025-12-31,"150",""
"9246","T05-EUTF-SAH-REG-06-01","R2 A2 Renforcement de la coexistence pacifique dans 20 communes prioritaires de retour au nord et au centre","Nombre de réhabilitations de maisons en banco",2015-01-01,2025-12-31,"350",""
"9247","T05-EUTF-SAH-REG-06-01","R2 A2 Renforcement de la coexistence pacifique dans 20 communes prioritaires de retour au nord et au centre","Nombre de points d’eau réhabilités",2015-01-01,2025-12-31,"13",""
"9248","T05-EUTF-SAH-REG-06-01","R3 A1 Partage et analyse d’information sur les zones de retour","Nombre d’agents enregistreurs opérationnels pour faciliter le référencement des rapatriés",2015-01-01,2025-12-31,"56",""
"9249","T05-EUTF-SAH-REG-06-01","R3 A1 Partage et analyse d’information sur les zones de retour","Nombre de communes des zones de retour avec une fiche profilage",2015-01-01,2025-12-31,"20",""
"9250","T05-EUTF-SAH-REG-06-01","R3 A1 Partage et analyse d’information sur les zones de retour","Nombre de réunions de commissions tripartites mises en place ou maintenues",2015-01-01,2025-12-31,"9",""
"9251","T05-EUTF-SAH-REG-06-01","EUTF indicators - new","Number of social infrastructure built or rehabilitated",2015-01-01,2025-12-31,"10","10.00"
"9252","T05-EUTF-SAH-REG-06-01","EUTF indicators - new","Number of people reached by information campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"10000","10000.00"
"9253","T05-EUTF-SAH-REG-06-01","EUTF indicators - new","Number of refugees and forcibly displaced persons receiving legal assistance to support their integration",2015-01-01,2025-12-31,"315","315.00"
"9254","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","1.2 Number of MSMEs created or supported",2015-01-01,2025-12-31,"","1286.00"
"9255","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","3.2 Number of migrants in transit, refugees/asylum seekers and IDPs protected and/or assisted",2015-01-01,2025-12-31,"","910.00"
"9256","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","3.5 Number of returning migrants benefitting from post-arrival assistance",2015-01-01,2025-12-31,"","4480.00"
"9257","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","4.2 Number of staff from governmental institutions, internal security forces and relevant non-state actors trained on governance, conflict prevention and human rights",2015-01-01,2025-12-31,"","203.00"
"9258","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","1.3 Number of people assisted to develop income generating activities (IGAs)",2015-01-01,2025-12-31,"","6477.00"
"9259","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","2.1 bis Number of social infrastructures built and/or rehabilitated",2015-01-01,2025-12-31,"","24.00"
"9260","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","2.2 Number of basic social services delivered",2015-01-01,2025-12-31,"","488.00"
"9261","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","2.7 Number of people reached by sensitisation campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"","20000.00"
"9262","T05-EUTF-SAH-REG-06-01","EUTF Common Output Indicators","2.9 Number of people having improved access to basic social benefits (services and transfers)",2015-01-01,2025-12-31,"","41699.00"
"9263","T05-EUTF-SAH-REG-06-01","EUTF indicators","Number of returning migrants benefiting from reintegration assistance",2015-01-01,2025-12-31,"3724","3724.00"
"9264","T05-EUTF-SAH-REG-06-01","EUTF indicators","Number of staff from governmental institutions, internal security forces and relevant non-state actors trained  on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"181","181.00"
"9265","T05-EUTF-SAH-REG-06-01","EUTF indicators","Number of MSMEs created or supported",2015-01-01,2025-12-31,"1162","1162.00"
"9266","T05-EUTF-SAH-REG-06-01","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"706","706.00"
"9267","T05-EUTF-SAH-REG-06-01","EUTF indicators","Number of people receiving basic social services",2015-01-01,2025-12-31,"275","275.00"
"9268","T05-EUTF-SAH-REG-06-01","EUTF indicators","Number of people receiving food-security related assistance",2015-01-01,2025-12-31,"1638","1638.00"
"9269","T05-EUTF-SAH-REG-07-01","OG.Contribuer à la réduction de la pauvreté et à la fixation des populations et à la réduction des migrations irrégulières, notamment vers l’Europe ","Augmentation du niveau de salaire",2015-01-01,2025-12-31,"300",""
"9270","T05-EUTF-SAH-REG-07-01","OG.Contribuer à la réduction de la pauvreté et à la fixation des populations et à la réduction des migrations irrégulières, notamment vers l’Europe ","Bénéficiaires finaux",2015-01-01,2025-12-31,"4650",""
"9271","T05-EUTF-SAH-REG-07-01","OS1.Contribuer au développement de perspectives économiques, à la création d’emplois et la promotion de l’entrepreneuriat dans le secteur de l’artisanat, avec un focus sur les femmes et les jeunes, via la promotion des exportations ;","Niveau de salaire",2015-01-01,2025-12-31,"300",""
"9272","T05-EUTF-SAH-REG-07-01","OS1.Contribuer au développement de perspectives économiques, à la création d’emplois et la promotion de l’entrepreneuriat dans le secteur de l’artisanat, avec un focus sur les femmes et les jeunes, via la promotion des exportations ;","Nombre d’emplois crées",2015-01-01,2025-12-31,"3400",""
"9273","T05-EUTF-SAH-REG-07-01","OS2.Renforcer la chaîne de valeur du tissage de coton (du coton cueilli au produit fini) et améliorer le statut social de l’artisan ","Chaînes d’approvisionnement fiables (qualité et délai) en coton conventionnel et biologique",2015-01-01,2025-12-31,"100",""
"9274","T05-EUTF-SAH-REG-07-01","OS2.Renforcer la chaîne de valeur du tissage de coton (du coton cueilli au produit fini) et améliorer le statut social de l’artisan ","Nombre de bénéficiaires finaux",2015-01-01,2025-12-31,"900",""
"9275","T05-EUTF-SAH-REG-07-01","OS3.Développer et mettre en place un modèle qui puisse être répliqué pour des retours volontaires assistés et pour l’aide à la réintégration de migrants maliens et burkinabés ayant été formés en Italie à travers le partenaire technique de l'EFI (Lai Momo)","Numéro de migrants bénéficiaires finaux",2015-01-01,2025-12-31,"350",""
"9276","T05-EUTF-SAH-REG-07-01","OS3.Développer et mettre en place un modèle qui puisse être répliqué pour des retours volontaires assistés et pour l’aide à la réintégration de migrants maliens et burkinabés ayant été formés en Italie à travers le partenaire technique de l'EFI (Lai Momo)","Modèle en place",2015-01-01,2025-12-31,"1",""
"9277","T05-EUTF-SAH-REG-07-01","OS3.Développer et mettre en place un modèle qui puisse être répliqué pour des retours volontaires assistés et pour l’aide à la réintégration de migrants maliens et burkinabés ayant été formés en Italie à travers le partenaire technique de l'EFI (Lai Momo)","Existence de la feuille de route pour réplication",2015-01-01,2025-12-31,"1",""
"9278","T05-EUTF-SAH-REG-07-01","EUTF indicators","Number of jobs created",2015-01-01,2025-12-31,"1149","1149.00"
"9279","T05-EUTF-SAH-REG-07-01","EUTF indicators","Number of MSMEs created or supported",2015-01-01,2025-12-31,"22","22.00"
"9280","T05-EUTF-SAH-REG-07-01","EUTF indicators","Number of people benefiting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"193","193.00"
"9281","T05-EUTF-SAH-REG-07-01","EUTF indicators - new","Number of industrial parks and business infrastructure created, expanded or improved",2015-01-01,2025-12-31,"4","4.00"
"9282","T05-EUTF-SAH-REG-07-01","EUTF indicators - new","Number of planning, monitoring, learning, data-collection and analysis tools set up, implemented and / or strengthened",2015-01-01,2025-12-31,"3","3.00"
"9283","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","1.1 Number of direct jobs created or supported through EUTF-funded projects",2015-01-01,2025-12-31,"","2001.00"
"9284","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","1.2 Number of MSMEs created or supported",2015-01-01,2025-12-31,"","1339.00"
"9285","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","1.4 Number of people benefitting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"","1041.00"
"9286","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","1.5 Number of industrial parks and/or business infrastructures constructed, expanded or improved",2015-01-01,2025-12-31,"","65.00"
"9287","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","2.7 Number of people reached by sensitisation campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"","402.00"
"9288","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","3.3 Number of (potential) migrants, reached by information campaigns on migration",2015-01-01,2025-12-31,"","1401.00"
"9289","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","5.2 Number of planning, monitoring, learning, data-collection and analysis systems set up, implemented and / or strengthened",2015-01-01,2025-12-31,"","2.00"
"9290","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","5.3 Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"","1.00"
"9291","T05-EUTF-SAH-REG-07-01","EUTF Common Output Indicators","6.1 Number of COVID-19 pandemic-related supplies provided and/or distributed",2015-01-01,2025-12-31,"","400000.00"
"9292","T05-EUTF-SAH-REG-08-05","OG1.The overall objective of the proposed action is to contribute to strengthening the management and governance of migration and the sustainable reintegration of returning migrants","Laws, policies and procedures on protection and voluntary return and reintegration are strengthened based on evidence - based data.",2015-01-01,2025-12-31,"NULL",""
"9293","T05-EUTF-SAH-REG-08-05","OG1.The overall objective of the proposed action is to contribute to strengthening the management and governance of migration and the sustainable reintegration of returning migrants","The capacities of the government of Ghana, Guinea, Ivory Coast, Guinea Bissau and its partners on the implementation of assisted voluntary return and reintegration are strengthened",2015-01-01,2025-12-31,"NULL",""
"9294","T05-EUTF-SAH-REG-08-05","OS1. To support the return and reintegration of migrants and the target countries' governments in their capacity to provide sustainable reintegration, including protection to vulnerable migrants.","Coordination and referral mechanisms in place at national and local levels",2015-01-01,2025-12-31,"4",""
"9295","T05-EUTF-SAH-REG-08-05","OS1. To support the return and reintegration of migrants and the target countries' governments in their capacity to provide sustainable reintegration, including protection to vulnerable migrants.","Coordination of framework documents / SOPs developed for return and reintegration",2015-01-01,2025-12-31,"4",""
"9296","T05-EUTF-SAH-REG-08-05","OS1. To support the return and reintegration of migrants and the target countries' governments in their capacity to provide sustainable reintegration, including protection to vulnerable migrants.","of migrants benefitting from assistance and access to sustainable reintegration and progressively enjoying socio-economic rights",2015-01-01,2025-12-31,"3950",""
"9297","T05-EUTF-SAH-REG-08-05","SO2. To increase awareness of the communities in high migration areas and migrants on the consequences and viable alternatives to irregular migration","Communities of origin sensitized to the risks linked to irregular migration",2015-01-01,2025-12-31,"800",""
"9298","T05-EUTF-SAH-REG-08-05","S03. To support national and local authorities and development partners in having access to data on migration factors, flows and trends to support development of evidence-based policies and programmes.","Reliable data collection (migratory flows, migrants' profile, socio-economic opportunities, returns, reintegration,) to reinforce the migratory analysis",2015-01-01,2025-12-31,"5",""
"9299","T05-EUTF-SAH-REG-08-05","S03. To support national and local authorities and development partners in having access to data on migration factors, flows and trends to support development of evidence-based policies and programmes.","Platforms enabling all stakeholders to receive information in order to reinforce the development of policies and programmes",2015-01-01,2025-12-31,"5",""
"9300","T05-EUTF-SAH-REG-08-05","EUTF indicators","Number of migrants, or potential migrants, reached out by information campaign on migration and risks linked to irregular migration",2015-01-01,2025-12-31,"82","82.00"
"9301","T05-EUTF-SAH-REG-08-05","EUTF indicators","Number of voluntary returns or humanitarian repatriation supported",2015-01-01,2025-12-31,"263","263.00"
"9302","T05-EUTF-SAH-REG-08-05","EUTF indicators","Number of returning migrants benefiting from reintegration assistance",2015-01-01,2025-12-31,"126","126.00"
"9303","T05-EUTF-SAH-REG-08-05","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"3","3.00"
"9304","T05-EUTF-SAH-REG-08-05","EUTF indicators - new","Number of activities/events explicitly dedicated to raising awareness and sensitivity of general public regarding migration",2015-01-01,2025-12-31,"5","5.00"
"9305","T05-EUTF-SAH-REG-08-05","EUTF Common Output Indicators","5.2 Number of planning, monitoring, learning, data-collection and analysis systems set up, implemented and / or strengthened",2015-01-01,2025-12-31,"","3.00"
"9306","T05-EUTF-SAH-REG-08-05","EUTF Common Output Indicators","3.11 Number of awareness raising events on migration",2015-01-01,2025-12-31,"","39.00"
"9307","T05-EUTF-SAH-REG-08-05","EUTF Common Output Indicators","3.3 Number of (potential) migrants, reached by information campaigns on migration",2015-01-01,2025-12-31,"","2073.00"
"9308","T05-EUTF-SAH-REG-08-05","EUTF Common Output Indicators","3.4 Number of voluntary returns supported",2015-01-01,2025-12-31,"","479.00"
"9309","T05-EUTF-SAH-REG-08-05","EUTF Common Output Indicators","3.5 Number of returning migrants benefitting from post-arrival assistance",2015-01-01,2025-12-31,"","165.00"
"9310","T05-EUTF-SAH-REG-08-05","EUTF Common Output Indicators","3.5 bis Number of returning migrants benefitting from reintegration assistance",2015-01-01,2025-12-31,"","148.86"
"9311","T05-EUTF-SAH-MR-05-01","OG. contribuer à la stabilité régionale et à une meilleure gestion des migrations en s’attaquant aux causes profondes d’instabilité, de déplacements forcés de populations et de migration irrégulière, et en accroissant les opportunités économiques, l’égalité des chances, la sécurité et le développement","Productivité économique (par exemple, croissance du PIB, taux d’inflation, taux d’emploi)",2015-01-01,2025-12-31,"",""
"9312","T05-EUTF-SAH-MR-05-01","OG. contribuer à la stabilité régionale et à une meilleure gestion des migrations en s’attaquant aux causes profondes d’instabilité, de déplacements forcés de populations et de migration irrégulière, et en accroissant les opportunités économiques, l’égalité des chances, la sécurité et le développement","Niveaux de revenus (ventilé par sexe, âge, localité)",2015-01-01,2025-12-31,"",""
"9313","T05-EUTF-SAH-MR-05-01","OS1. Intégrer au marché du travail des secteurs défavorisés de la ville de Nouadhibou à travers la transformation des produits halieutiques et la réalisation des activités économiques diversifiés en faveur des familles de pêcheurs","Nombre d’emplois créés (ventilé par sexe, âge, secteur, localité) à partir des projets et des programmes",2015-01-01,2025-12-31,"",""
