"iati_id","prefix","title","summary","partner_funding","partner_accountable","partner_extending","partner_implementing","date_start","date_end","budget","recipient_country","location","location_code","topics","oecd_purpose","links","project_parent","project_child","project_sibling"
"T05-EUTF-HOA-ET-60","DEC","Ethiopia Job Compact Sector Reform and Performance Contract","This Sector Reform and Performance Contract aims to support the Job Compact initiative in Ethiopia through budget support. The Job Compact is an agreement between the Government of Ethiopia and international partners (the World Bank, DFID, the European Investment Bank and the EU) in support of Ethiopia's pledge on providing jobs to refugees in the framework of the Comprehensive Refugee Response Framework (CRRF). The action aims at supporting the industrialisation, employment and refugee policies of the Government of Ethiopia so that decent jobs can be created for Ethiopian and refugees.

In October 2020, a top-up of €6 million was approved in order to support the government of Ethiopia to mitigate the economic impact of the Covid-19 pandemic among workers in vulnerable employment. Through a national social protection programme, the Urban Productive and Safety Net Programme (UPSNP), the government has made provisions to reach urban workers in vulnerable employment with Temporary Income Support (TIS) to mitigate the economic effects of the pandemic in urban vulnerable households.","EU Trust Fund for Africa","EU Delegation Ethiopia",,"Government Of Ethiopia",,,3e+07,"ET",,"ET","TFP.1, TFP.2",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/7137/document/T05-EUTF-HOA-ET-60_-_Ethiopia_Job_Compact_Incl._2_addenda.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-ET-60-01",
"T05-EUTF-HOA-SD-55","DEC","Provision of air services to allow access for humanitarian and development actors in Sudan","The overall objective of the project is to contribute to strengthening the humanitarian and development nexus in Sudan by providing access to remote locations.",,"EU Delegation Sudan",,"World Food Programme",,2020-08-01,1460000,"SD",,"SD, SD, SD, SD, SD, SD, SD","TFP.2",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/7136/document/T05-EUTF-HOA-SD-55_-_UNHAS_incl_1_rider.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SD-55-01",
"T05-EUTF-HOA-SD-54","DEC","Youth, Employment, Skills (YES) - Sudan","This project aims to economically empower youth and disadvantaged groups among host communities, refugees and IDPs in Darfur, thus providing the national economy with employable skilled professionals. The specific objective of the project is to improve the ability of young women and men to find employment or establish and grow their businesses through expanding and improving market oriented, equitable (also removing regional inequities) and gender-balanced Technical Vocational Education and Training (TVET).",,"EU Delegation Sudan",,"GIZ",2020-02-27,2020-11-01,1.5e+07,"SD",,"SD, SD, SD","TFP.1",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/7135/document/T05-EUTF-HOA-SD-54_YES.pdf","EU Trust Fund for Africa Results Framework",,
"T05-EUTF-HOA-SD-53","DEC","Humanitarian Development Nexus: Simple, Spatial,Survey Method (S3M) for Sudan","The aim of this action is to contribute to the reduction of malnutrition in Sudan. More specifically the project will collect and disseminate disaggregated data on multiple indicators pertaining to key determinants of malnutrition in young children and pregnant and lactating women through undertaking a Simple, Spatial, Survey Method (S3M) survey in Sudan.",,"EU Delegation Sudan",,"UNICEF",,2020-03-02,1e+06,"SD",,"SD","TFP.2",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/7133/document/T05-EUTF-HOA-SD-53_S3M.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SD-53-01",
"T05-EUTF-HOA-SO-57","DEC","Inclusive Local and Economic Development - ILED","The overall objective of the ""Inclusive Local and Economic Development” programme is to contribute to stability in Somalia by extending state authority and services, promoting local reconciliation and peacebuilding, creating inclusive economic opportunities and protecting the most vulnerable. This will be achieved through a geographic approach to programming, which is able to combine in an integrated way the different instruments (political, security, operation and financial) and sectoral strategies and investments focusing on targeted territories.

In February 2020, additional EUTF contributions of €15.2 million to this action were approved, increasing its overall amount to €98.2 million and extending its implementation period to 72 months.","EU Trust Fund for Africa",,,,2018-05-29,,98200000,"SO",,"SO, SO, SO, SO, SO, SO, SO, SO","TFP.1, TFP.2, TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/7131/document/T05-EUTF-HOA-SO-57_ILED.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SO-57-01, T05-EUTF-HOA-SO-57-02, T05-EUTF-HOA-57-07, T05-EUTF-HOA-SO-57-05, T05-EUTF-HOA-SO-57-04, T05-EUTF-HOA-SO-57-03",
"T05-EUTF-SAH-NE-08-04","CTR","MARCHÉ D’ASSISTANCE TECHNIQUE EN SOUTIEN À LA HACP DANS SON RÔLE DE MISE EN ŒUVRE ET DE COORDINATION DU PROGRAMME PAIERA","Le projet d'assistance technique vise à accompagner l'HACP dans son role de maitrise d'ouvrage des activités du paquet PAIERA ( Paqiet d'Actions à Impact Economique Rapide sur Agadez)  aussi de la supporter et la supervisioner dans l'implementation du projet AGAPAIR (Agadez-Programme à Impact Rapide), qui est realise directement par HACP.","EU Trust Fund for Africa","EU Delegation Niger",,"Haute Autorité à la Consolidation de la Paix - HACP",2018-03-07,2018-09-06,625000,"NE",,,"TFP.1",,,"T05-EUTF-SAH-NE-08",,
"T05-EUTF-HOA-REG-26-06","CTR","Cross-border cooperation between Ethiopia and Kenya for conflict prevention and peacebuilding in Marsabit-Moyale cluster","The theory of change in this context is defined by the premise that  If communities in the cross-border area of Marsabit County of Kenya and Borana and Dawa Zones of Ethiopia are supported to  agree on peacemaking and establishment of trust building mechanisms through peace committee members, capacity building programmes, sensitization and cultural exchange programmes and traditional conflict resolution mechanisms,  then cross-border and inter-communal conflicts will be reduced and they will be less likely to engage in violent conflict. If this is further entrenched by a process of interdependency and mutual sharing of institutional infrastructure, social services, then co-existence will be peaceful, durable and productive. As noted above, shrinking economic opportunities for the people and competition over scarce resources is perhaps the most obvious cause of violent conflict in the region. Given the fact that animal rearing is the main source of income, competition over access to scarce natural resources such as pasture and water has contributed to violence among pastoralist communities. These scarce resources are increasingly fought over due to climate change and population growth.",,,,"United Nations Development Programme",2018-02-15,2021-07-31,2100000,"ET, KE",,,,,,"T05-EUTF-HoA-REG-26",,"T05-EUTF-HoA-REG-26-04, T05-EUTF-HOA-REG-26-01, T05-EUTF-HoA-REG-26-05, T05-EUTF-HOA-REG-26-02"
"T05-EUTF-HOA-REG-36-02","CTR","IGAD Promoting Peace and Stability in the Horn of Africa region (IPPSHAR)","Peace and stability can be achieved in the region by enhancing the capacity of existing systems, and institutions, and using them more effectively. By supporting IGAD an governments of the region in the implementation of crucial components of the IGAD Peace and Security Strategy 2016-2020, and by building on strong regional leadership, IGAD will be better equipped to fulfill its mandate of contributing to the peace and security and economic integration and development in the region. Early warning and early response systems will be improved, so that governments can act quickly on information provided in a manner that will help to prevent or resolve conflicts; national governments will have a greater awareness and understanding of security issues, so that they are better equipped to tackle transnational security threats more effectively; and those working on conflict resolution and mediation will become more skilled and more professional, and therefore better able to conclude agreements.","EU Trust Fund for Africa","EU Delegation to the African Union (ET",,"Austrian Development Agency",2018-03-23,2022-03-23,28392000,,,,,,,"T05-EUTF-HOA-REG-36",,"T05-EUTF-HOA-REG-36-01"
"T05-EUTF-NOA-TN-01-02","CTR","Intégration des questions migratoires au niveau local en Tunisie","L’action s’intitule « Intégration des questions migratoires au niveau local en Tunisie » et constitue la quatrième composante du programme « Favoriser la mise en œuvre de la stratégie nationale migratoire de la Tunisie » de la fenêtre Afrique du Nord du Fonds fiduciaire d’urgence de l’Union européenne en faveur de la stabilité et de la lutte contre les causes profondes de la migration irrégulière et du phénomène des personnes déplacées en Afrique.","EU Trust Fund for Africa","EU Delegation to Tunisia",,"Agence Française de Développement",2017-10-27,2020-10-25,3300000,"TN",,,"TFP.3",,,"T05-EUTF-NOA-TN-01",,"T05-EUTF-NOA-TN-01-04, T05-EUTF-NOA-TN-01-01, T05-EUTF-NOA-TN-01-03"
"T05-EUTF-SAH-BF-09-01","CTR","Appui budgétaire pour la mise en œuvre du Programme d'Urgence Sahel du Burkina Faso","L’objectif général de l'action est de contribuer à l’amélioration de la sécurisation des personnes et biens, à la réduction de la vulnérabilité, en renforçant la présence de l’Etat, dans la région du Sahel et une partie de la région du Nord, au Burkina Faso par l’accompagnement à la mise en oeuvre du Programme d’Urgence pour le Sahel. Il s’agira d’accroître la capacité financière du gouvernement pour maintenir la paix, la stabilité et la sécurité, tel que défini dans les objectifs du PNDES et de PUS.
Le PUS est une initiative du gouvernement, adoptée en juillet 2017, pour accélérer la mise en oeuvre du Programme National pour le Développement Economique et Sociale (PNDES) dans la région du Nord et du Sahel, région fragile fragilisée qui connait une très forte insécurité. Cette région risque de basculer aux mains des terroristes et trafiquants comme dans le Nord du Mali ou du Nigeria, sans une présence forte et une action renforcée de l'Etat
L'objectif général s’inscrit pleinement dans les orientations du Fonds Fiduciaire d’urgence en faveur de la stabilité et de la lutte contre les causes profondes de la migration irrégulière et du phénomène des personnes déplacées en Afrique.
L'action proposée s’inscrit dans la Stratégie Sahel de l’UE et les axes d’intervention du Plan d’action régional en faveur du Sahel (2015-2020).
L’appui budgétaire direct non ciblé au Trésor public est la modalité de mise en oeuvre retenue pour cette action, dont les objectifs spécifiques sont : 1) Contribuer à l'amélioration de l’accès aux services sociaux de base et 2) Contribuer au renforcement de la protection et de la sécurité des personnes et des biens dans la région du Sahel.","EU Trust Fund for Africa","EU Delegation Burkina Faso",,"Ministère de l'économie, des finances, et du développement",2018-06-04,2023-06-04,4.9e+07,"BF",,,,,,"T05-EUTF-SAH-BF-09",,
"T05-EUTF-NOA-LY-05","DEC","Recovery, Stability and socio-economic development in Libya","Formulated jointly by the European Commission and Italy, this new programme will enhance access to basic and social services for vulnerable people and support local governance, in particular in the Libyan municipalities most affected by migratory flows. This action will benefit migrants, refugees, Internally Displaced Persons, returnees and host communities alike.","EU Trust Fund for Africa","EU Delegation to Libya",,"United Nations Development Programme, UNICEF, Agenzia italiana per la cooperazione allo sviluppo",2018-03-07,2020-12-31,5e+07,"LY",,"LY-JI, LY-KF, LY-SB, LY-WS, LY-MQ, LY-GT, LY-MI, LY-JG, LY-WS, LY-ZA, LY-NQ, LY-MI, LY-TB, LY-BA, LY-JA, LY-WA, LY-BU","TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6988/document/T05-EUTF-NOA-LY-05.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-NOA-LY-05-03, T05-EUTF-NOA-LY-05-02, T05-EUTF-NOA-LY-05-01",
"T05-EUTF-REG-REG-04","DEC","Protection and sustainable solutions for migrants and refugees along the Central Mediterranean route","Migrants, refugees and asylum seekers face extreme protection risks en-route and upon arrival in Libya. Following joint commitments taken at the AU-EU Summit in Abidjan with the UN to increase the protection of migrants and refugees, this Action will contribute to strengthen the governance of migration in the region and provide protection and sustainable solutions for migrants and refugees along the central Mediterranean route.

In that regard, this Action foresees to provide emergency protection, life-saving assistance, evacuation to refugees in Libya in the framework of the Evacuation Transit Mechanism (ETM). Furthermore, it will contribute to provide resettlement and complementary pathways for refugees living in/or transiting Niger, Burkina Faso, Cameroon and Chad.

Finally, the Action will also provide assistance to migrants and host and transit communities through search and rescue and community stabilisation operations and enable the assisted voluntary humanitarian return of at least 15,000 vulnerable and stranded migrants from Libya and ensure their reintegration in a dignified and sustainable manner.

The action aligns with the 2030 Agenda for Sustainable Development which refers to “the right of migrants to return to their country of citizenship"" and the obligations of states “to ensure that their returning nationals are duly received"" and their commitment to ensure, including through international cooperation, “safe, orderly and regular migration involving full respect for human rights and the humane treatment of migrants regardless of migration status, of refugees and of displaced persons” (see also sub-goal 10.7 of the Sustainable Development Goals 10 on migration policies).","United Nations High Commissioner for Refugees, EU Trust Fund for Africa","EU Delegation Sudan, EU Delegation Ghana, EU Delegation Guinea, EU Delegation Mauritania, EU Delegation Niger, EU Delegation Nigeria, EU Delegation Senegal, EU Delegation Djibouti, EU Delegation Eritrea, EU Delegation Ethiopia, EU Delegation Kenya, EU Delegation Somalia, EU Delegation Tanzania, EU Delegation Uganda, EU Delegation to Libya, EU Delegation Burkina Faso, EU Delegation Cameroon, EU Delegation Chad, EU Delegation Ivory Coast, EU Delegation Gambia, EU Delegation Niger, EU Delegation Nigeria, EU Delegation Senegal, EU Delegation Djibouti, EU Delegation Eritrea, EU Delegation Ethiopia, EU Delegation Kenya, EU Delegation Somalia, EU Delegation South Sudan, EU Delegation Sudan, EU Delegation Mali, EU Delegation Uganda, EU Delegation to Libya, EU Delegation Burkina Faso, EU Delegation Cameroon, EU Delegation Chad, EU Delegation Ivory Coast, EU Delegation Gambia, EU Delegation Tanzania, EU Delegation South Sudan",,"International Organization for Migration, United Nations High Commissioner for Refugees",2017-12-01,2020-12-01,1.15e+08,"BF, CI, CM, DJ, ER, ET, GH, GM, GN, KE, LY, ML, MR, NE, NG, SD, SN, SO, SS, TD, TZ, UG",,"LBY-TB, MR, NE, NG, SN, DJ, ER, ET, KE, SO, SS, BF, SD, TZ, UG, CM, TD, CI, GM, GH, GN, ML","TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6984/document/IOM_UNHCR%20Emergency%20Protection%20%20.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-REG-REG-04-01",
"T05-EUTF-SAH-REG-13","DEC","Appui à la protection des migrants les plus vulnérables en Afrique de l'Ouest","Cette action vise à améliorer la protection des migrants les plus vulnérables sur les routes migratoires d'Afrique de l'Ouest, notamment les jeunes et les femmes, en leur assurant l'accès aux services de base (accès aux soins, éducation, sécurité, hébergement, état civil) et aux services de protection (suivi psychosocial, aide juridique etc). L'action contribuera à développer ces services de protection adaptés aux migrants dans la région du Sahel et Lac Tchad, et couvrira les pays suivants: Sénégal, Gambie, Ghana, Guinée, Burkina Faso, Côte d'Ivoire, Nigeria, Tchad, Cameroun, Mali, Niger et Mauritanie. Le projet se déroulera en complémentarité et coordination étroite avec d'autres initiatives dans les pays ciblés, surtout ceux soutenus par le FFUE.",,"EU Delegation Ivory Coast, EU Delegation Nigeria, EU Delegation Chad, EU Delegation Cameroon, EU Delegation Mali, EU Delegation Niger, EU Delegation Mauritania, EU Delegation Senegal, EU Delegation Gambia, EU Delegation Ghana, EU Delegation Guinea, EU Delegation Burkina Faso",,"Caritas Switzerland, Save the Children, RED CROSS SPAIN",2018-02-26,,2e+07,"BF, CI, GM, GN, ML, NE, SN",,"BF, GN, NE, ML, SN, GM, CI","TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6983/document/Fiche%20d%27action%20protection%20ONG_.pdf","EU Trust Fund for Africa Results Framework","Assistance et protection des migrants les plus vulnérables en Afrique de l’Ouest",
"T05-EUTF-HOA-ET-52","DEC","Sustainable Reintegration support to Ethiopian returnees from Europe and support to vulnerable displaced populations affected by COVID19","The issue of migration and reintegration is becoming a priority for the Government of Ethiopia (GoE). With the increase in migration flows from Ethiopia over the past decade, return and reintegration is becoming an increasing salient issue with many Ethiopian nationals coming back to Ethiopia. 

At the same time, the COVID-19 pandemic is deeply affecting the social and economic texture of almost all countries in the world. In Ethiopia, immediate and adverse consequences are being felt especially by the most vulnerable groups, like returnees, refugees, IDPs, stranded migrants and host populations already living in dire conditions and without proper access to basic services, food and clean water.

The Government of Ethiopia has requested IOM and other partners to provide support and enhance its preparedness to face the COVID-19 crisis by coordinating migrants returns and reintegration, increase health and WASH facilities and livelihood support to displaced and local populations in need. Considering the low numbers of returns from Europe in the first two years of project implementation and in light of the current need to respond to the COVID-19, part of the action’s funds will be used to enable ARRA to better assist vulnerable displaced populations – both refugees and returnees – by providing better services in heavily affected areas.","EU Trust Fund for Africa",,,"Administration for Refugees and Returnees Affairs",2018-04-27,2021-04-26,15150000,"ET",,"ET-OR, ET-AM, ET-SN, ET-SO, ET-TI, ET-AA","TFP.1, TFP.2, TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6895/document/T05-EUTF-HOA-ET-52_ARRA_inc._1_rider.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6895/document/Standard%20Grant%20Contract%20-ARRA%2019042018.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6895/document/Budget%20ARRA%20Reintegration%20Action%20EUTF%20%28FINAL%29.xls","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-ET-52-01",
"T05-EUTF-HOA-SO-47","DEC","RESTORE 2 Building Resilience in Northern Somalia","The aim of RESTORE 2 is to address the impact of the severe drought affecting Somalia and to strengthen the resilience of the most affected communities in Northern Somalia. This will be achieved by scaling-up the current RESTORE project, which is strengthening the resilience of vulnerable, drought-affected populations in northern Somalia by both addressing the underlying causes of food insecurity and malnutrition, and restoring livelihoods rebuilding assets.  RESTORE 2 will reach out to additional vulnerable communities and households, as well as further build the capacities of relevant authorities to monitor and manage natural disasters.","SIDA, EU Trust Fund for Africa","EU Delegation Somalia",,"Food and Agriculture Organization",,,1e+07,"SO",,"SO, SO, SO, SO, SO, SO, SO, SO",,,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6811/document/T05-EUTF-HOA-SO-47_-_RESTORE_2.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SO-47-02, T05-EUTF-HOA-SO-47-01",
"T05-EUTF-HoA-REG-26-04","CTR","Omo Delta Project: Expanding the Rangeland to achieve Growth & Transformation in Turkana (Kenya) and South Omo (Ethiopia)","The Omo Delta proposal sets out a clear and transformative agenda to develop opportunities that mitigate against drivers of instability, irregular migration and displacement. Its transformative agenda builds on pastoral and agro-pastoral economic organisation, social networks and creates a future for them, at home. Opportunities have been sought across multiple geographies and sectors. Underpinning this agenda is a strategy of exploiting an expanding rangeland. Expanding rangeland or economic diversity and social connectedness provide dynamic economic opportunities for individuals and their community as well as a means to mitigate and manage risk.
Within the proposal, economic opportunities for women are offered and considerations for their unique roles and demands in the home and community are taken. Economic activities often assumed to be of value in pastoral or rural communities, are based around livestock or farms. These are activities dominated by boys, men and increasingly older men. These assumptions do not hold true in this period of generational transformation and expanding rangeland and less so for young women. The changes in this time of transition are vastly greater for women. Education, new economic opportunities, and life outside the village transform their traditional gender and economic roles. The emphasis of this proposal on business opportunities and employment is intended to cater for the 50% of youth who are women, and who would be excluded by traditional livestock and farm activities. The proposed linkages with social protection and basic services are also designed to respond to the unique and changing situation of young women. In order to manage new economic and future gender roles in the family, access to key services can help this transition to be a safe and successful one.
The Omo Delta proposal values cross-border trade and recognises that it does not exist in a vacuum. It sees cross-border trade as a function of political, social, and econ","EU Trust Fund for Africa",,,"Vétérinaires Sans Frontières Germany, Mercy Corps, Vita Ethiopia, Community Initiative Facilitation and Assistance, Enhancing Pastoralist Research and Development Alternatives",2017-11-29,2021-04-29,1.2e+07,"ET, KE",,,,,,"T05-EUTF-HoA-REG-26",,"T05-EUTF-HoA-REG-26-05, T05-EUTF-HOA-REG-26-06, T05-EUTF-HOA-REG-26-02"
"T05-EUTF-HOA-SD-38","DEC","Technical Cooperation Facility for Sudan 2018 – 2020","The intervention logic is that by sustaining communication, research, technical assistance and evaluation capacities of the EU Delegation, the latter will be able to design a more coherent approach to the current development, stabilisation and migration challenges of Sudan, addressing its specific needs and providing accurate financial and technical support. Limited support may also be provided on technical issues to Federal and State level governments.

To continue providing technical assistance, a top-up of €800.000 was approved in October 2020.","EU Trust Fund for Africa","EU Delegation Sudan",,,2017-06-30,2023-04-28,4800000,"SD",,"SD","TFP.1, TFP.2, TFP.3, TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6757/document/T05-EUTF-HOA-SD-38_-_Sudan_TCF_incl._3_addenda.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SD-38-04, T05-EUTF-HOA-SD-38-07, T05-EUTF-HOA-SD-38-02",
"T05-EUTF-HOA-SO-46","DEC","Enhancing security and the rule of law in Somalia","The overall objective of the action is to increase the presence and efficacy of security forces throughout the Federal Member States whilst at the same time connecting this increased law enforcement to a more accessible, reliable and competent justice provision, in order to contribute to fostering a more conducive environment in which Somalia can develop.

In December 2019, a top-up of €5 million was approved which will help to support emerging needs and priorities of the Somali Government related to security sector reform.",,"EU Delegation Somalia",,"The United Nations Office for Project Services (UNOPS)",2018-01-31,,4.5e+07,"SO",,"SO","TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6755/document/Rider_T05-EUTF-HOA-SO-46_Enhancing_Security_and_the_rule_of_law_pEkvOzQ.pdf, https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6755/document/bT05-EUTF-HOA-SO-46_-_Enhancing_Security_and_the_rule_of_law_in_SvvVx9A.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SO-46-03, T05-EUTF-HOA-SO-46-01, T05-EUTF-HOA-SO-46-06, T05-EUTF-HOA-SO-46-04,  T05-EUTF-HOA-SO-46.3 & T05-EUTF-HOA-SO-03.06 & T05-EUTF-HOA-SO-57.03, T05-EUTF-HOA-SO-46-02, T05-EUTF-HOA-SO-46-05",
"T05-EUTF-HOA-DJ-41","DEC","Solutions pérennes pour les populations hôtes, les réfugiés et les migrants les plus vulnérables au Djibouti","Reconnaissant le poids significatif de la migration mixte sur Djibouti, le projet va soutenir le pays hôte dans les secteurs les plus touchés via des actions pérennes. Dans la perspective d'aider le pays à mieux gérer une migration mixte et complexe et qui devrait perdurer, le projet considère également des moyens de renforcer les institutions impliquées dans la gestion de la migration sur la base du respect des droits humains. L’action sera localisée dans la ville de Djibouti et dans les régions traversées par les flux migratoires mixtes, soit Tadjourah, Obock, Dikhil et Ali Sabieh.

Depuis sa création en décembre 2017, l'action a obtenu des résultats encourageants en faveur des réfugiés, des migrations et des déplacements forcés à Djibouti. Les résultats positifs enregistrés par l'action méritent d'être soutenus, surtout compte tenu de la réalité migratoire locale et des drames qui se déroulent régulièrement le long des côtes et des routes de Djibouti. Par conséquent, un avenant de 3,5 millions d'euro a été approuvé en juillet 2021 (portant le total à 18,5 millions d'euro) pour soutenir la protection, la cohésion sociale et la santé sur les routes migratoires, y compris celles liées à la pandémie de COVID-19, ainsi que l'appui institutionnel sur les migrations. L'avenant prendra en considération les recommandations de l'évaluation à mi-parcours du programme, ainsi que les échanges en cours entre les partenaires de mise en œuvre, les autorités locales et la délégation de l'UE, afin de garantir que les bénéficiaires reçoivent le soutien nécessaire et attendu.

En décembre 2021, un avenant de 2 millions d'euro a été approuvé. Ce financement supplémentaire visera principalement à soutenir les migrants éthiopiens arrivant ou revenant de Djibouti le long du corridor de migration oriental, et comprend un soutien supplémentaire au retour volontaire des migrants. Il répond aux besoins critiques en faveur des populations déplacées de force et vulnérables.","EU Trust Fund for Africa","EU Delegation Djibouti",,"International Organization for Migration, World Food Programme",2018-01-31,,20500000,"DJ",,"DJ-DJ","TFP.2, TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6754/document/T05-EUTF-HOA-DJ-41_-_Solutions_perennes_incl._2_riders.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-DJ-41-02, T05-EUTF-HOA-DJ-41-01",
"T05-EUTF-HOA-SD-11-02","CTR","Employment and entrepreneurship development for migrant youth, refugees, asylum seekers and host communities in Khartoum State (EEDK-RDDP Sudan)""","This project will be executed by UNIDO and implemented with the four vocational training and entrepreneurship employment centres (VTECs) in Khartoum State, in collaboration with the GoS and Stakeholders, resulting in:
a) Strengthening  of VTECs capacities and its Human Resource Development functions, as well as strengthening  the VTECs, SCVTA,NCTTE for training and  educating qualified, resilient, gender sensitive skilled and employable youth, men  and women in Khartoum State, including registered migrants, urban refugees and asylum seekers, host communities ; and
b) Increasing access to educational and vocational training services for at least 2500 direct beneficiaries trained in marketable skills in close partnership with the private sector-for employment seeking young migrants to be combined with institutional entrepreneurship and career guidance for productive livelihoods, and ultimately contributing to the creation of sustainable sources of livelihoods and  development, poverty reduction and demand-driven vocational technical training and professional skills relevant to the needs of the Sudanese industrial sector in general and to the achievement of SDG# 1,SDG #4,SDG 5, and  SDG # 9 in particular. 

The Project results and impact will provide relevant inputs and learnings for the (draft) TVET Policy recommendations (UNESCO, 2015), and for the institutional system in general to develop more sustainable and effective approaches for matching vocational technical training with (self) employment creation.",,"EU Delegation Sudan",,"UNIDO",2017-02-28,,3e+06,"SD",,,,,,"T05-EUTF-HOA-SD-11",,
"T05-EUTF-HOA-SD-11-03","CTR","Vocational Training for Refugees and Host Communities in Eastern Sudan","The project aims to improve employment opportunities and livelihoods for young migrants, refugees, asylum seekers (hereinafter collectively referred to as ‘refugees’) and local youth living in Kassala and Gedaref.
Those refugees who have settled in town are using their competences and skills to make their living, even if it is much limited. They have become less dependent on assistance but remain fragile. Improving their capacities will help to enhance their livelihoods, to stabilize their income and to promote their integration into the local community, especially by simultaneously supporting members of the host communities living under similarly dire conditions.
The project will place a strong focus on the economic empowerment and integration of women. In eastern Sudan, women’s economic participation is heavily impeded through gender stereotypes and tradition role perceptions. The project will therefore develop a strategy to engage women in vocational training and trades in a way that combats stereotypes, but at the same creates realistic prospects for sustainable income.","Bundesministerium fur wirtschaftliche Zusammenarbeit und Entwicklung, EU Trust Fund for Africa","EU Delegation Sudan",,"GIZ",2017-04-23,,2e+06,"SD",,,,,,"T05-EUTF-HOA-SD-11",,
"T05-EUTF-HOA-SD-44","DEC","IMPROVE-EU Integrated Measures to promote rural-urban value addition and Employment  – East Sudan","The action will address 1,600 farmer households; in addition, around 30 high potential small and medium local enterprises working in the selected value chains will be engaged in project activities. The project will build on the private sector already engaged in the EU funded Sudan Food Security Programme (SFSP), and will be also extended to other companies operating in the sectors of processing and marketing. The number of indirect beneficiaries will be approximately 10,000 (based on an average size of seven people living in a household). Additionally, it is expected that 1,500 people will be recruited as labourers due to intensification of the agricultural production and 500 by processing and marketing companies.
The intervention logic is that increased income for refugees, migrant workers and rural host communities will contribute to improved livelihoods and may reduce the incentives for further migration movements. The increased income is to be generated through integrated interventions in agriculture and livestock based on the value chain approach combined with the diversification of production and climate smart agricultural actions (such as improved water management and erosion control).","Bundesministerium fur wirtschaftliche Zusammenarbeit und Entwicklung, EU Trust Fund for Africa","EU Delegation Sudan",,"GIZ",2019-10-01,2022-10-01,8e+06,,,"SD-KA, SD-GD","TFP.1, TFP.2, TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/6745/document/T05-EUTF-HOA-SD-44_-_IMPROVE-EU_incl._rider.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SD-44-01",
